ages Centile1 Centile2 Centile3 Centile4 Centile5 Centile6 Centile7 Centile8 Centile9 Centile10 Centile11 Centile12 Centile13 Centile14 Centile15 Centile16 Centile17 Centile18 Centile19 Centile20 Centile21 Centile22 Centile23 Centile24 Centile25 Centile26 Centile27 Centile28 Centile29 Centile30 Centile31 Centile32 Centile33 Centile34 Centile35 Centile36 Centile37 Centile38 Centile39 Centile40 Centile41 Centile42 Centile43 Centile44 Centile45 Centile46 Centile47 Centile48 Centile49 Centile50 Centile51 Centile52 Centile53 Centile54 Centile55 Centile56 Centile57 Centile58 Centile59 Centile60 Centile61 Centile62 Centile63 Centile64 Centile65 Centile66 Centile67 Centile68 Centile69 Centile70 Centile71 Centile72 Centile73 Centile74 Centile75 Centile76 Centile77 Centile78 Centile79 Centile80 Centile81 Centile82 Centile83 Centile84 Centile85 Centile86 Centile87 Centile88 Centile89 Centile90 Centile91 Centile92 Centile93 Centile94 Centile95 Centile96 Centile97 Centile98 Centile99 Centile100
10 10.627427650871368 10.537355982834015 10.509460485342748 10.437950260487044 10.407882658259043 10.392296799251131 10.37545688956914 10.334093515748009 10.340340017771362 10.311420745953404 10.3388580071562 10.288254027576125 10.28774911967495 10.29035053384495 10.26981019501972 10.25080278893323 10.241125012760712 10.24809640794573 10.253931445945598 10.268298332300155 10.221538671779575 10.227904581306749 10.207602352734094 10.229754781512261 10.200716086591594 10.203157283682156 10.200304475012212 10.159170872537558 10.183562559730925 10.150303478590233 10.157027417327846 10.167964992398389 10.14171333960701 10.187254684946351 10.144199169308788 10.130944574839843 10.100837115381598 10.110975168943162 10.109746511155329 10.079565896140878 10.117970203525525 10.073894649067105 10.102045346142795 10.098347590353672 10.076409574467963 10.040160750473332 10.08697482492282 10.057008241443082 10.041097810428518 10.058740860277117 10.022644665331109 10.023786102961225 10.034550314845578 10.016941713000179 10.031700234828401 10.014022302982893 10.001315503735631 9.991318082562827 10.005647281739035 9.974068806861826 9.965284098742393 10.003928189568239 9.994583047972153 9.966980228231945 9.985694579276084 9.980145603907285 9.984209517174499 9.983364788914558 9.968025736746744 9.939676423218767 9.95333054861605 9.945995316455566 9.976507196544103 9.961722792008084 9.978911949286454 9.952320705963658 9.936333531177056 9.952369626105616 9.943231678795943 9.907189703410586 9.92743835864942 9.892312624276634 9.890994023722028 9.891168789290866 9.896110989638775 9.875969564149607 9.88607749737908 9.876431486060127 9.880898476035807 9.883820715306502 9.837521174990133 9.840991142039211 9.832962630869822 9.836506689200885 9.83075280012433 9.82784569134737 9.797416787741993 9.809087043538744 9.758760552114882 9.722488813721531
11 11.690170415958505 11.591091581117416 11.560406533877021 11.481745286535748 11.448670924084947 11.431526479176245 11.413002578526054 11.367502867322811 11.3743740195485 11.342562820548745 11.372743807871819 11.317079430333738 11.316524031642446 11.319385587229446 11.296791214521692 11.275883067826552 11.265237514036782 11.272906048740305 11.279324590540158 11.295128165530171 11.243692538957534 11.250695039437423 11.228362588007505 11.252730259663487 11.220787695250754 11.223473012050372 11.220334922513432 11.175087959791313 11.201918815704017 11.165333826449256 11.172730159060631 11.184761491638227 11.15588467356771 11.205980153440986 11.158619086239668 11.144039032323828 11.110920826919758 11.122072685837479 11.120721162270863 11.087522485754965 11.129767223878076 11.081284113973815 11.112249880757075 11.10818234938904 11.08405053191476 11.044176825520664 11.095672307415102 11.062709065587391 11.04520759147137 11.064614946304829 11.02490913186422 11.026164713257348 11.038005346330136 11.018635884300195 11.03487025831124 11.015424533281182 11.001447054109194 10.99044989081911 11.00621200991294 10.97147568754801 10.961812508616632 11.004321008525062 10.994041352769367 10.96367825105514 10.984264037203692 10.978160164298012 10.98263046889195 10.981701267806015 10.964828310421419 10.933644065540642 10.948663603477653 10.940594848101123 10.974157916198514 10.957895071208892 10.976803144215099 10.947552776560023 10.92996688429476 10.947606588716178 10.937554846675537 10.897908673751644 10.920182194514362 10.881543886704298 10.88009342609423 10.880285668219953 10.885722088602652 10.863566520564566 10.874685247116988 10.86407463466614 10.868988323639387 10.872202786837153 10.821273292489147 10.825090256243131 10.816258893956803 10.820157358120975 10.813828080136764 10.810630260482107 10.777158466516193 10.789995747892618 10.73463660732637 10.694737695093686
12 12.752913181045642 12.644827179400817 12.611352582411296 12.525540312584452 12.489459189910852 12.470756159101358 12.450548267482969 12.400912218897611 12.408408021325636 12.373704895144085 12.406629608587439 12.345904833091351 12.345298943609942 12.34842064061394 12.323772234023664 12.300963346719875 12.289350015312854 12.297715689534877 12.304717735134718 12.321957998760185 12.265846406135491 12.273485497568098 12.249122823280914 12.275705737814713 12.240859303909913 12.243788740418587 12.240365370014652 12.191005047045069 12.22027507167711 12.180364174308279 12.188432900793416 12.201557990878067 12.17005600752841 12.224705621935621 12.173039003170546 12.157133489807812 12.121004538457917 12.133170202731794 12.131695813386395 12.095479075369054 12.14156424423063 12.088673578880526 12.122454415371354 12.118017108424405 12.091691489361557 12.048192900567997 12.104369789907384 12.068409889731699 12.04931737251422 12.07048903233254 12.027173598397331 12.02854332355347 12.041460377814696 12.020330055600214 12.038040281794082 12.016826763579472 12.001578604482757 11.989581699075393 12.006776738086842 11.968882568234191 11.958340918490872 12.004713827481888 11.993499657566582 11.960376273878333 11.9828334951313 11.976174724688741 11.981051420609399 11.980037746697471 11.961630884096092 11.92761170786252 11.943996658339259 11.93519437974668 11.971808635852925 11.9540673504097 11.974694339143744 11.942784847156389 11.923600237412465 11.94284355132674 11.931878014555132 11.888627644092702 11.912926030379305 11.870775149131962 11.869192828466433 11.86940254714904 11.875333187566529 11.851163476979528 11.863292996854897 11.851717783272154 11.857078171242968 11.860584858367803 11.805025409988161 11.809189370447053 11.799555157043786 11.803808027041063 11.796903360149196 11.793414829616845 11.756900145290391 11.770904452246493 11.710512662537859 11.666986576465838
13 13.815655946132779 13.698562777684218 13.662298630945571 13.569335338633156 13.530247455736756 13.509985839026472 13.488093956439883 13.434321570472413 13.442442023102773 13.404846969739426 13.440515409303059 13.374730235848963 13.374073855577437 13.377455693998435 13.350753253525635 13.326043625613199 13.313462516588926 13.322525330329452 13.330110879729277 13.348787831990201 13.288000273313449 13.296275955698773 13.269883058554322 13.298681215965939 13.260930912569073 13.264104468786803 13.260395817515874 13.206922134298825 13.238631327650202 13.195394522167302 13.2041356425262 13.218354490117905 13.184227341489112 13.243431090430256 13.187458920101426 13.170227947291796 13.131088249996077 13.14426771962611 13.142670464501927 13.103435664983142 13.153361264583182 13.096063043787238 13.132658949985634 13.127851867459773 13.099332446808353 13.052208975615331 13.113067272399666 13.074110713876008 13.053427153557074 13.076363118360252 13.029438064930442 13.030921933849593 13.044915409299254 13.022024226900232 13.041210305276921 13.018228993877761 13.00171015485632 12.988713507331676 13.007341466260746 12.966289448920374 12.954869328365112 13.005106646438712 12.992957962363798 12.957074296701528 12.98140295305891 12.97418928507947 12.97947237232685 12.978374225588926 12.958433457770766 12.921579350184397 12.939329713200864 12.929793911392236 12.969459355507334 12.950239629610508 12.97258553407239 12.938016917752753 12.917233590530172 12.938080513937301 12.926201182434724 12.879346614433762 12.905669866244248 12.860006411559626 12.858292230838636 12.858519426078127 12.864944286530406 12.838760433394487 12.851900746592804 12.839360931878167 12.845168018846548 12.848966929898454 12.788777527487174 12.793288484650974 12.782851420130768 12.787458695961151 12.77997864016163 12.776199398751581 12.736641824064591 12.751813156600367 12.686388717749347 12.63923545783799
14 14.878398711219916 14.752298375967621 14.713244679479846 14.613130364681862 14.57103572156266 14.549215518951584 14.525639645396797 14.467730922047213 14.476476024879908 14.435989044334766 14.474401210018678 14.403555638606576 14.402848767544931 14.40649074738293 14.377734273027608 14.351123904506522 14.337575017864996 14.347334971124024 14.355504024323837 14.375617665220217 14.310154140491406 14.319066413829448 14.290643293827733 14.321656694117165 14.281002521228231 14.284420197155018 14.280426265017095 14.222839221552581 14.256987583623294 14.210424870026326 14.219838384258985 14.235150989357743 14.198398675449813 14.262156558924891 14.201878837032304 14.183322404775781 14.141171961534237 14.155365236520426 14.153645115617461 14.111392254597229 14.165158284935734 14.103452508693948 14.142863484599914 14.13768662649514 14.106973404255148 14.056225050662663 14.121764754891949 14.079811538020316 14.057536934599925 14.082237204387964 14.031702531463552 14.033300544145716 14.048370440783811 14.02371839820025 14.044380328759761 14.01963122417605 14.001841705229884 13.987845315587958 14.00790619443465 13.963696329606558 13.95139773823935 14.005499465395536 13.992416267161014 13.953772319524722 13.979972410986518 13.9722038454702 13.977893324044299 13.976710704480382 13.955236031445441 13.915546992506274 13.934662768062468 13.924393443037792 13.967110075161745 13.946411908811317 13.970476729001035 13.933248988349119 13.910866943647877 13.933317476547863 13.920524350314318 13.87006558477482 13.898413702109188 13.84923767398729 13.847391633210838 13.847636305007214 13.854555385494283 13.826357389809449 13.840508496330711 13.82700408048418 13.83325786645013 13.837349001429104 13.772529644986188 13.777387598854896 13.766147683217751 13.771109364881239 13.763053920174062 13.75898396788632 13.71638350283879 13.732721860954241 13.662264772960835 13.611484339210145
15 15.941141476307052 15.806033974251022 15.764190728014121 15.656925390730565 15.611823987388565 15.588445198876698 15.563185334353712 15.501140273622015 15.510510026657045 15.467131118930107 15.508287010734298 15.432381041364188 15.431623679512427 15.435525800767426 15.40471529252958 15.376204183399844 15.361687519141068 15.372144611918598 15.380897168918397 15.402447498450233 15.332308007669363 15.341856871960124 15.311403529101142 15.344632172268392 15.301074129887391 15.304735925523234 15.300456712518317 15.238756308806337 15.275343839596387 15.225455217885349 15.23554112599177 15.251947488597583 15.212570009410515 15.280882027419526 15.216298753963182 15.196416862259765 15.151255673072395 15.166462753414743 15.164619766732994 15.119348844211316 15.176955305288287 15.110841973600659 15.153068019214194 15.147521385530508 15.114614361701946 15.060241125709997 15.13046223738423 15.085512362164625 15.061646715642777 15.088111290415677 15.033966997996663 15.035679154441837 15.05182547226837 15.025412569500267 15.0475503522426 15.02103345447434 15.001973255603447 14.986977123844241 15.008470922608554 14.96110321029274 14.94792614811359 15.00589228435236 14.991874571958228 14.950470342347916 14.978541868914126 14.970218405860928 14.97631427576175 14.975047183371839 14.952038605120116 14.90951463482815 14.929995822924074 14.918992974683349 14.964760794816156 14.942584188012125 14.96836792392968 14.928481058945485 14.904500296765582 14.928554439158425 14.914847518193913 14.86078455511588 14.89115753797413 14.838468936414953 14.836491035583041 14.8367531839363 14.844166484458162 14.81395434622441 14.82911624606862 14.814647229090193 14.82134771405371 14.825731072959755 14.756281762485202 14.761486713058815 14.749443946304734 14.754760033801329 14.746129200186497 14.741768537021056 14.69612518161299 14.713630565308117 14.638140828172324 14.583733220582298
16 17.00388424139419 16.859769572534425 16.815136776548396 16.70072041677927 16.65261225321447 16.627674878801812 16.600731023310626 16.534549625196814 16.54454402843418 16.49827319352545 16.54217281144992 16.4612064441218 16.460398591479922 16.46456085415192 16.43169631203155 16.401284462293166 16.38580002041714 16.396954252713172 16.406290313512958 16.429277331680247 16.35446187484732 16.364647330090797 16.332163764374553 16.367607650419618 16.32114573854655 16.32505165389145 16.32048716001954 16.25467339606009 16.293700095569477 16.240485565744372 16.251243867724554 16.26874398783742 16.226741343371216 16.299607495914163 16.23071867089406 16.20951131974375 16.161339384610557 16.17756027030906 16.175594417848526 16.127305433825406 16.188752325640838 16.11823143850737 16.163272553828474 16.157356144565874 16.122255319148742 16.06425720075733 16.139159719876513 16.09121318630893 16.06575649668563 16.09398537644339 16.036231464529774 16.03805776473796 16.055280503752925 16.027106740800285 16.05072037572544 16.022435684772628 16.00210480597701 15.986108932100523 16.009035650782458 15.958510090978923 15.944454557987829 16.00628510330918 15.991332876755443 15.94716836517111 15.977111326841735 15.968232966251655 15.974735227479199 15.973383662263293 15.94884117879479 15.903482277150026 15.92532887778568 15.913592506328905 15.962411514470565 15.938756467212933 15.966259118858327 15.92371312954185 15.898133649883288 15.923791401768987 15.909170686073507 15.851503525456938 15.883901373839073 15.827700198842617 15.825590437955244 15.825870062865388 15.83377758342204 15.80155130263937 15.817723995806528 15.802290377696206 15.80943756165729 15.814113144490404 15.740033879984214 15.745585827262737 15.732740209391714 15.738410702721417 15.729204480198929 15.724553106155792 15.675866860387188 15.694539269661991 15.614016883383812 15.55598210195445
17 18.066627006481326 17.913505170817825 17.86608282508267 17.744515442827975 17.693400519040374 17.666904558726923 17.63827671226754 17.567958976771617 17.578578030211318 17.52941526812079 17.57605861216554 17.490031846879415 17.489173503447418 17.493595907536417 17.458677331533522 17.42636474118649 17.40991252169321 17.421763893507745 17.431683458107518 17.456107164910264 17.37661574202528 17.387437788221472 17.35292399964796 17.390583128570842 17.34121734720571 17.345367382259663 17.34051760752076 17.27059048331385 17.31205635154257 17.255515913603396 17.26694660945734 17.28554048707726 17.240912677331917 17.318332964408796 17.24513858782494 17.222605777227734 17.171423096148715 17.188657787203375 17.18656906896406 17.13526202343949 17.20054934599339 17.12562090341408 17.173477088442752 17.16719090360124 17.129896276595538 17.068273275804664 17.147857202368794 17.09691401045324 17.06986627772848 17.0998594624711 17.038495931062887 17.040436375034083 17.058735535237485 17.0288009121003 17.05389039920828 17.023837915070917 17.002236356350572 16.985240740356808 17.00960037895636 16.955916971665104 16.94098296786207 17.006677922266007 16.99079118155266 16.943866387994305 16.975680784769345 16.966247526642384 16.97315617919665 16.97172014115475 16.945643752469465 16.897449919471903 16.920661932647285 16.908192037974462 16.960062234124976 16.934928746413743 16.96415031378697 16.918945200138218 16.891767003000993 16.91902836437955 16.9034938539531 16.842222495797998 16.876645209704016 16.81693146127028 16.814689840327446 16.814986941794473 16.823388682385914 16.78914825905433 16.806331745544437 16.789933526302217 16.797527409260873 16.802495216021054 16.723785997483226 16.729684941466658 16.7160364724787 16.722061371641505 16.712279760211363 16.70733767529053 16.65560853916139 16.675447974015864 16.5898929385953 16.528230983326605
18 19.129369771568463 18.967240769101227 18.917028873616946 18.788310468876677 18.734188784866276 18.706134238652037 18.675822401224455 18.601368328346418 18.612612031988455 18.560557342716127 18.60994441288116 18.518857249637026 18.517948415414914 18.52263096092091 18.485658351035497 18.451445020079813 18.43402502296928 18.446573534302317 18.457076602702077 18.48293699814028 18.398769609203235 18.410228246352148 18.37368423492137 18.41355860672207 18.361288955864868 18.36568311062788 18.36054805502198 18.286507570567604 18.330412607515665 18.270546261462417 18.282649351190123 18.302336986317098 18.255084011292617 18.337058432903433 18.25955850475582 18.235700234711718 18.181506807686876 18.199755304097692 18.197543720079594 18.14321861305358 18.212346366345944 18.13301036832079 18.183681623057034 18.17702566263661 18.137537234042334 18.072289350851996 18.156554684861074 18.10261483459755 18.073976058771333 18.10573354849881 18.040760397595996 18.042814985330207 18.06219056672204 18.03049508340032 18.057060422691123 18.025240145369207 18.002367906724135 17.984372548613088 18.010165107130263 17.95332385235129 17.937511377736307 18.00707074122283 17.990249486349875 17.9405644108175 17.974250242696954 17.964262087033113 17.9715771309141 17.970056620046204 17.94244632614414 17.89141756179378 17.91599498750889 17.902791569620017 17.957712953779385 17.93110102561455 17.962041508715618 17.914177270734584 17.885400356118698 17.91426532699011 17.897817021832697 17.832941466139054 17.86938904556896 17.806162723697945 17.80378924269965 17.80410382072356 17.812999781349795 17.77674521546929 17.794939495282343 17.777576674908232 17.78561725686445 17.790877287551705 17.707538114982242 17.71378405567058 17.69933273556568 17.705712040561593 17.695355040223795 17.690122244425268 17.63535021793559 17.65635667836974 17.56576899380679 17.500479864698757
19 20.1921125366556 20.020976367384627 19.96797492215122 19.832105494925383 19.774977050692183 19.74536391857715 19.71336809018137 19.634777679921218 19.64664603376559 19.591699417311467 19.64383021359678 19.547682652394638 19.54672332738241 19.551666014305404 19.512639370537467 19.476525298973137 19.458137524245352 19.47138317509689 19.482469747296637 19.509766831370293 19.420923476381194 19.433018704482823 19.39444447019478 19.436534084873294 19.38136056452403 19.385998838996095 19.3805785025232 19.30242465782136 19.348768863488758 19.285576609321442 19.298352092922908 19.31913348555694 19.269255345253317 19.355783901398066 19.2739784216867 19.248794692195702 19.191590519225034 19.210852820992006 19.208518371195126 19.15117520266767 19.224143386698497 19.1403998332275 19.19388615767131 19.186860421671977 19.14517819148913 19.076305425899328 19.16525216735336 19.10831565874186 19.078085839814182 19.11160763452652 19.043024864129105 19.045193595626326 19.0656455982066 19.032189254700338 19.06023044617396 19.026642375667496 19.0024994570977 18.98350435686937 19.01072983530417 18.95073073303747 18.934039787610548 19.007463560179655 18.98970779114709 18.937262433640694 18.97281970062456 18.962276647423842 18.969998082631548 18.96839309893766 18.939248899818814 18.885385204115657 18.911328042370492 18.897391101265576 18.955363673433798 18.92727330481536 18.959932703644263 18.90940934133095 18.879033709236403 18.90950228960067 18.89214018971229 18.823660436480115 18.862132881433897 18.795393986125607 18.79288864507185 18.793220699652647 18.802610880313672 18.764342171884252 18.78354724502025 18.765219823514244 18.773707104468034 18.779259359082356 18.691290232481254 18.6978831698745 18.68262899865266 18.68936270948168 18.678430320236227 18.672906813560004 18.615091896709785 18.637265382723612 18.541645049018275 18.47272874607091
20 21.254855301742737 21.07471196566803 21.018920970685496 20.87590052097409 20.815765316518085 20.784593598502262 20.75091377913828 20.668187031496018 20.680680035542725 20.622841491906808 20.6777160143124 20.57650805515225 20.5754982393499 20.5807010676899 20.53962039003944 20.50160557786646 20.482250025521424 20.49619281589146 20.507862891891197 20.53659666460031 20.44307734355915 20.455809162613498 20.415204705468188 20.459509563024522 20.40143217318319 20.406314567364312 20.400608950024424 20.318341745075116 20.36712511946185 20.300606957180467 20.314054834655693 20.335929984796778 20.28342667921402 20.374509369892703 20.288398338617576 20.261889149679686 20.201674230763196 20.221950337886323 20.219493022310658 20.159131792281755 20.23594040705105 20.14778929813421 20.20409069228559 20.196695180707344 20.152819148935926 20.080321500946663 20.17394964984564 20.114016482886164 20.082195620857036 20.117481720554235 20.045289330662218 20.04757220592245 20.069100629691157 20.033883426000358 20.063400469656802 20.028044605965786 20.002631007471262 19.982636165125655 20.01129456347807 19.948137613723652 19.930568197484785 20.007856379136477 19.989166095944306 19.93396045646389 19.971389158552167 19.96029120781457 19.968419034348997 19.966729577829117 19.93605147349349 19.879352846437534 19.9066610972321 19.89199063291113 19.953014393088207 19.923445584016168 19.957823898572908 19.904641411927315 19.87266706235411 19.904739252211233 19.886463357591886 19.81437940682117 19.85487671729884 19.78462524855327 19.781988047444056 19.782337578581732 19.79222197927755 19.751939128299213 19.77215499475816 19.752862972120255 19.761796952071613 19.767641430613004 19.675042349980266 19.681982284078423 19.665925261739645 19.67301337840177 19.66150560024866 19.65569138269474 19.594833575483985 19.618174087077488 19.517521104229765 19.444977627443063
21 22.317598066829873 22.12844756395143 22.069867019219767 21.91969554702279 21.85655358234399 21.823823278427376 21.788459468095194 21.70159638307082 21.71471403731986 21.65398356650215 21.71160181502802 21.605333457909865 21.604273151317397 21.609736121074395 21.566601409541413 21.526685856759784 21.506362526797496 21.521002456686038 21.533256036485756 21.563426497830324 21.46523121073711 21.478599620744173 21.4359649407416 21.48248504117575 21.421503781842347 21.426630295732526 21.420639397525644 21.33425883232887 21.385481375434942 21.315637305039488 21.329757576388477 21.352726484036616 21.29759801317472 21.393234838387336 21.302818255548456 21.274983607163673 21.211757942301354 21.23304785478064 21.23046767342619 21.167088381895844 21.247737427403603 21.155178763040922 21.21429522689987 21.206529939742712 21.160460106382725 21.084337575993995 21.182647132337923 21.119717307030474 21.08630540189989 21.123355806581948 21.047553797195327 21.049950816218573 21.072555661175716 21.035577597300374 21.066570493139643 21.029446836264075 21.002762557844825 20.981767973381938 21.011859291651973 20.945544494409837 20.927096607359026 21.008249198093303 20.98862440074152 20.930658479287082 20.969958616479776 20.9583057682053 20.96683998606645 20.965066056720573 20.932854047168163 20.87332048875941 20.901994152093703 20.88659016455669 20.950665112742616 20.919617863216974 20.955715093501553 20.89987348252368 20.866300415471816 20.899976214821795 20.88078652547148 20.80509837716223 20.847620553163782 20.773856510980934 20.771087449816257 20.77145445751082 20.781833078241426 20.739536084714175 20.76076274449607 20.74050612072627 20.749886799675195 20.756023502143655 20.658794467479282 20.66608139828234 20.649221524826626 20.65666404732186 20.644580880261096 20.638475951829477 20.574575254258185 20.599082791431364 20.49339715944125 20.417226508815215
22 23.38034083191701 23.182183162234832 23.120813067754042 22.963490573071496 22.897341848169894 22.86305295835249 22.82600515705211 22.735005734645622 22.748748039097 22.68512564109749 22.745487615743638 22.634158860667476 22.633048063284892 22.638771174458892 22.593582429043384 22.551766135653104 22.530475028073564 22.54581209748061 22.558649181080316 22.590256331060342 22.487385077915068 22.501390078874845 22.45672517601501 22.505460519326974 22.44157539050151 22.446946024100743 22.440669845026864 22.350175919582625 22.403837631408035 22.330667652898512 22.345460318121262 22.369522983276454 22.31176934713542 22.411960306881973 22.317238172479335 22.288078064647657 22.221841653839515 22.244145371674957 22.241442324541726 22.17504497150993 22.259534447756153 22.16256822794763 22.22449976151415 22.21636469877808 22.16810106382952 22.088353651041327 22.191344614830204 22.125418131174783 22.09041518294274 22.129229892609658 22.04981826372844 22.052329426514696 22.076010692660272 22.03727176860039 22.06974051662248 22.030849066562364 22.00289410821839 21.98089978163822 22.01242401982588 21.94295137509602 21.923625017233263 22.008642017050125 21.988082705538734 21.92735650211028 21.968528074407384 21.956320328596025 21.9652609377839 21.96340253561203 21.929656620842838 21.867288131081285 21.897327206955307 21.881189696202245 21.94831583239703 21.915790142417784 21.953606288430198 21.895105553120047 21.85993376858952 21.895213177432357 21.875109693351074 21.795817347503288 21.840364389028725 21.763087773408596 21.76018685218846 21.760571336439906 21.771444177205304 21.727133041129132 21.749370494233975 21.72814926933228 21.737976647278774 21.744405573674307 21.642546584978295 21.650180512486262 21.632517787913606 21.64031471624195 21.627656160273528 21.621260520964213 21.554316933032386 21.579991495785237 21.46927321465274 21.38947539018737
23 24.443083597004147 24.235918760518235 24.171759116288317 24.007285599120202 23.9381301139958 23.902282638277605 23.863550846009023 23.768415086220422 23.782782040874135 23.71626771569283 23.779373416459258 23.662984263425088 23.661822975252388 23.667806227843386 23.620563448545354 23.576846414546427 23.554587529349636 23.570621738275182 23.584042325674876 23.617086164290356 23.509538945093023 23.52418053700552 23.477485411288416 23.5284359974782 23.461646999160667 23.467261752468957 23.460700292528085 23.366093006836383 23.422193887381127 23.345698000757537 23.361163059854047 23.386319482516292 23.32594068109612 23.430685775376606 23.33165808941021 23.30117252213164 23.231925365377673 23.25524288856927 23.25241697565726 23.18300156112402 23.271331468108706 23.169957692854343 23.23470429612843 23.226199457813443 23.175742021276317 23.092369726088663 23.200042097322488 23.13111895531909 23.09452496398559 23.13510397863737 23.05208273026155 23.05470803681082 23.079465724144832 23.03896593990041 23.072910540105322 23.032251296860654 23.00302565859195 22.9800315898945 23.01298874799978 22.9403582557822 22.920153427107504 23.00903483600695 22.98754101033595 22.92405452493347 22.967097532334993 22.954334888986754 22.96368188950135 22.961739014503486 22.926459194517513 22.861255773403162 22.892660261816914 22.8757892278478 22.945966552051438 22.91196242161859 22.951497483358843 22.890337623716412 22.853567121707226 22.89045014004292 22.869432861230667 22.786536317844348 22.833108224893667 22.752319035836262 22.749286254560662 22.749688215368995 22.76105527616918 22.714729997544094 22.737978243971884 22.715792417938296 22.726066494882357 22.732787645204958 22.626298702477307 22.634279626690184 22.61581405100059 22.623965385162037 22.61073144028596 22.604045090098953 22.534058611806582 22.560900200139113 22.445149269864228 22.361724271559524
24 25.505826362091284 25.289654358801634 25.222705164822592 25.051080625168904 24.978918379821703 24.941512318202715 24.901096534965937 24.801824437795222 24.816816042651272 24.74740979028817 24.813259217174878 24.691809666182703 24.690597887219884 24.69684128122788 24.64754446804733 24.60192669343975 24.578700030625708 24.595431379069755 24.609435470269435 24.64391599752037 24.531692812270983 24.546970995136196 24.498245646561827 24.551411475629425 24.481718607819825 24.487577480837174 24.480730740029305 24.382010094090138 24.44055014335422 24.360728348616558 24.37686580158683 24.403115981756134 24.34011201505682 24.449411243871243 24.34607800634109 24.314266979615624 24.242009076915835 24.266340405463588 24.26339162677279 24.19095815073811 24.28312848846126 24.17734715776105 24.24490883074271 24.23603421684881 24.183382978723113 24.096385801135995 24.208739579814768 24.136819779463398 24.09863474502844 24.14097806466508 24.054347196794662 24.05708664710694 24.08292075562939 24.040660111200427 24.076080563588164 24.033653527158943 24.003157208965515 23.979163398150785 24.013553476173684 23.937765136468382 23.916681836981745 24.009427654963776 23.986999315133165 23.920752547756667 23.9656669902626 23.952349449377483 23.962102841218798 23.960075493394942 23.923261768192184 23.85522341572504 23.887993316678518 23.87038875949336 23.94361727170585 23.9081347008194 23.949388678287487 23.885569694312778 23.84720047482493 23.88568710265348 23.863756029110263 23.777255288185405 23.82585206075861 23.741550298263924 23.738385656932866 23.73880509429808 23.750666375133058 23.702326953959055 23.726585993709794 23.703435566544307 23.714156342485936 23.721169716735606 23.610050819976323 23.618378740894105 23.59911031408757 23.607616054082126 23.593806720298392 23.58682965923369 23.513800290580782 23.541808904492985 23.421025325075718 23.333973152931677
25 26.56856912717842 26.343389957085037 26.273651213356867 26.09487565121761 26.01970664564761 25.98074199812783 25.93864222392285 25.835233789370022 25.85085004442841 25.77855186488351 25.847145017890497 25.720635068940314 25.71937279918738 25.725876334612376 25.6745254875493 25.627006972333074 25.60281253190178 25.62024101986433 25.634828614863995 25.670745830750388 25.553846679448938 25.56976145326687 25.519005881835238 25.574386953780653 25.501790216478987 25.50789320920539 25.50076118753053 25.397927181343896 25.45890639932731 25.375758696475582 25.392568543319616 25.419912480995972 25.354283349017525 25.46813671236588 25.36049792327197 25.327361437099608 25.252092788453993 25.277437922357905 25.274366277888323 25.198914740352194 25.29492550881381 25.184736622667764 25.25511336535699 25.24586897588418 25.19102393616991 25.100401876183327 25.21743706230705 25.142520603607707 25.102744526071294 25.146852150692794 25.05661166332777 25.059465257403062 25.086375787113948 25.042354282500447 25.079250587071 25.035055757457233 25.00328875933908 24.97829520640707 25.01411820434759 24.935172017154567 24.913210246855982 25.0098204739206 24.98645761993038 24.91745057057986 24.96423644819021 24.95036400976821 24.960523792936247 24.958411972286395 24.92006434186686 24.849191058046916 24.88332637154012 24.864988291138914 24.94126799136026 24.90430698002021 24.947279873216136 24.88080176490914 24.84083382794264 24.880924065264043 24.858079196989856 24.767974258526465 24.818595896623552 24.73078156069159 24.727485059305067 24.72792197322717 24.740277474096935 24.689923910374016 24.7151937434477 24.691078715150322 24.702246190089518 24.709551788266257 24.593802937475335 24.602477855098027 24.582406577174556 24.591266723002214 24.576882000310825 24.569614228368426 24.493541969354983 24.52271760884686 24.396901380287204 24.30622203430383
